"","V1","V2","V3","V4","V5","V6"
"5980","type=strongsubj","len=1","word1=radicals","pos1=anypos","stemmed1=n","priorpolarity=negative"
"5981","type=strongsubj","len=1","word1=rage","pos1=noun","stemmed1=n","priorpolarity=negative"
"5982","type=strongsubj","len=1","word1=rage","pos1=verb","stemmed1=y","priorpolarity=negative"
"5983","type=strongsubj","len=1","word1=ragged","pos1=adj","stemmed1=n","priorpolarity=negative"
"5984","type=strongsubj","len=1","word1=raging","pos1=adj","stemmed1=n","priorpolarity=negative"
"5985","type=strongsubj","len=1","word1=rail","pos1=verb","stemmed1=y","priorpolarity=negative"
"5986","type=strongsubj","len=1","word1=rally","pos1=verb","stemmed1=y","priorpolarity=positive"
"5987","type=strongsubj","len=1","word1=rampage","pos1=verb","stemmed1=y","priorpolarity=negative"
"5988","type=strongsubj","len=1","word1=rampant","pos1=adj","stemmed1=n","priorpolarity=negative"
"5989","type=strongsubj","len=1","word1=ramshackle","pos1=adj","stemmed1=n","priorpolarity=negative"
"5990","type=strongsubj","len=1","word1=rancor","pos1=noun","stemmed1=n","priorpolarity=negative"
"5991","type=strongsubj","len=1","word1=rank","pos1=adj","stemmed1=n","priorpolarity=negative"
"5992","type=strongsubj","len=1","word1=rankle","pos1=verb","stemmed1=y","priorpolarity=negative"
"5993","type=strongsubj","len=1","word1=rant","pos1=anypos","stemmed1=y","priorpolarity=negative"
"5994","type=strongsubj","len=1","word1=rant","pos1=verb","stemmed1=y","priorpolarity=negative"
"5995","type=strongsubj","len=1","word1=ranting","pos1=adj","stemmed1=n","priorpolarity=negative"
"5996","type=strongsubj","len=1","word1=rantingly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"5997","type=weaksubj","len=1","word1=rapid","pos1=adj","stemmed1=n","priorpolarity=neutral"
"5998","type=weaksubj","len=1","word1=rapprochement","pos1=adj","stemmed1=n","priorpolarity=positive"
"5999","type=weaksubj","len=1","word1=rapprochement","pos1=noun","stemmed1=n","priorpolarity=positive"
"6000","type=strongsubj","len=1","word1=rapport","pos1=noun","stemmed1=n","priorpolarity=positive"
"6001","type=strongsubj","len=1","word1=rapt","pos1=verb","stemmed1=y","priorpolarity=positive"
"6002","type=strongsubj","len=1","word1=rapture","pos1=anypos","stemmed1=y","priorpolarity=positive"
"6003","type=strongsubj","len=1","word1=rapture","pos1=noun","stemmed1=n","priorpolarity=positive"
"6004","type=strongsubj","len=1","word1=raptureous","pos1=adj","stemmed1=n","priorpolarity=positive"
"6005","type=strongsubj","len=1","word1=raptureously","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6006","type=strongsubj","len=1","word1=rapturous","pos1=anypos","stemmed1=y","priorpolarity=positive"
"6007","type=strongsubj","len=1","word1=rapturously","pos1=anypos","stemmed1=y","priorpolarity=positive"
"6008","type=weaksubj","len=1","word1=rare","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6009","type=weaksubj","len=1","word1=rarely","pos1=adverb","stemmed1=n","priorpolarity=neutral"
"6010","type=strongsubj","len=1","word1=rascal","pos1=noun","stemmed1=n","priorpolarity=negative"
"6011","type=strongsubj","len=1","word1=rash","pos1=adj","stemmed1=n","priorpolarity=negative"
"6012","type=weaksubj","len=1","word1=rat","pos1=noun","stemmed1=n","priorpolarity=negative"
"6013","type=strongsubj","len=1","word1=rather","pos1=adverb","stemmed1=n","priorpolarity=neutral"
"6014","type=weaksubj","len=1","word1=rather","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"6015","type=strongsubj","len=1","word1=rational","pos1=adj","stemmed1=n","priorpolarity=positive"
"6016","type=weaksubj","len=1","word1=rationality","pos1=adj","stemmed1=n","priorpolarity=positive"
"6017","type=weaksubj","len=1","word1=rationality","pos1=noun","stemmed1=n","priorpolarity=positive"
"6018","type=strongsubj","len=1","word1=rationalize","pos1=verb","stemmed1=y","priorpolarity=negative"
"6019","type=strongsubj","len=1","word1=rattle","pos1=verb","stemmed1=y","priorpolarity=negative"
"6020","type=strongsubj","len=1","word1=ravage","pos1=verb","stemmed1=y","priorpolarity=negative"
"6021","type=strongsubj","len=1","word1=rave","pos1=verb","stemmed1=y","priorpolarity=positive"
"6022","type=strongsubj","len=1","word1=raving","pos1=adj","stemmed1=n","priorpolarity=negative"
"6023","type=strongsubj","len=1","word1=re-conquest","pos1=adj","stemmed1=n","priorpolarity=positive"
"6024","type=strongsubj","len=1","word1=re-conquest","pos1=noun","stemmed1=n","priorpolarity=positive"
"6025","type=weaksubj","len=1","word1=react","pos1=verb","stemmed1=y","priorpolarity=neutral"
"6026","type=weaksubj","len=1","word1=reaction","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6027","type=weaksubj","len=1","word1=reaction","pos1=noun","stemmed1=n","priorpolarity=neutral"
"6028","type=strongsubj","len=1","word1=reactionary","pos1=adj","stemmed1=n","priorpolarity=negative"
"6029","type=weaksubj","len=1","word1=reactions","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6030","type=weaksubj","len=1","word1=reactions","pos1=noun","stemmed1=n","priorpolarity=neutral"
"6031","type=weaksubj","len=1","word1=readiness","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6032","type=weaksubj","len=1","word1=readiness","pos1=noun","stemmed1=n","priorpolarity=neutral"
"6033","type=weaksubj","len=1","word1=readily","pos1=adverb","stemmed1=n","priorpolarity=positive"
"6034","type=weaksubj","len=1","word1=ready","pos1=adj","stemmed1=n","priorpolarity=positive"
"6035","type=weaksubj","len=1","word1=reaffirm","pos1=noun","stemmed1=n","priorpolarity=positive"
"6036","type=weaksubj","len=1","word1=reaffirmation","pos1=adj","stemmed1=n","priorpolarity=positive"
"6037","type=weaksubj","len=1","word1=reaffirmation","pos1=noun","stemmed1=n","priorpolarity=positive"
"6038","type=weaksubj","len=1","word1=real","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6039","type=strongsubj","len=1","word1=realist","pos1=noun","stemmed1=n","priorpolarity=positive"
"6040","type=strongsubj","len=1","word1=realistic","pos1=adj","stemmed1=n","priorpolarity=positive"
"6041","type=strongsubj","len=1","word1=realistically","pos1=adverb","stemmed1=n","priorpolarity=positive"
"6042","type=weaksubj","len=1","word1=realization","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6043","type=weaksubj","len=1","word1=realization","pos1=noun","stemmed1=n","priorpolarity=neutral"
"6044","type=strongsubj","len=1","word1=really","pos1=anypos","stemmed1=n","priorpolarity=neutral"
"6045","type=weaksubj","len=1","word1=reason","pos1=noun","stemmed1=n","priorpolarity=positive"
"6046","type=weaksubj","len=1","word1=reasonable","pos1=adj","stemmed1=n","priorpolarity=positive"
"6047","type=weaksubj","len=1","word1=reasonably","pos1=adverb","stemmed1=n","priorpolarity=positive"
"6048","type=weaksubj","len=1","word1=reasoned","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6049","type=strongsubj","len=1","word1=reassurance","pos1=adj","stemmed1=n","priorpolarity=positive"
"6050","type=strongsubj","len=1","word1=reassurance","pos1=noun","stemmed1=n","priorpolarity=positive"
"6051","type=strongsubj","len=1","word1=reassure","pos1=verb","stemmed1=y","priorpolarity=positive"
"6052","type=strongsubj","len=1","word1=rebellious","pos1=adj","stemmed1=n","priorpolarity=negative"
"6053","type=strongsubj","len=1","word1=rebuff","pos1=verb","stemmed1=y","priorpolarity=negative"
"6054","type=strongsubj","len=1","word1=rebuke","pos1=verb","stemmed1=y","priorpolarity=negative"
"6055","type=strongsubj","len=1","word1=recalcitrant","pos1=adj","stemmed1=n","priorpolarity=negative"
"6056","type=strongsubj","len=1","word1=recant","pos1=verb","stemmed1=y","priorpolarity=negative"
"6057","type=strongsubj","len=1","word1=receptive","pos1=adj","stemmed1=n","priorpolarity=positive"
"6058","type=weaksubj","len=1","word1=recession","pos1=noun","stemmed1=n","priorpolarity=negative"
"6059","type=weaksubj","len=1","word1=recessionary","pos1=adj","stemmed1=n","priorpolarity=negative"
"6060","type=strongsubj","len=1","word1=reckless","pos1=adj","stemmed1=n","priorpolarity=negative"
"6061","type=strongsubj","len=1","word1=recklessly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6062","type=strongsubj","len=1","word1=recklessness","pos1=noun","stemmed1=n","priorpolarity=negative"
"6063","type=weaksubj","len=1","word1=reclaim","pos1=verb","stemmed1=y","priorpolarity=positive"
"6064","type=weaksubj","len=1","word1=recognition","pos1=adj","stemmed1=n","priorpolarity=positive"
"6065","type=weaksubj","len=1","word1=recognition","pos1=noun","stemmed1=n","priorpolarity=positive"
"6066","type=weaksubj","len=1","word1=recognizable","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6067","type=weaksubj","len=1","word1=recognizable","pos1=anypos","stemmed1=y","priorpolarity=neutral"
"6068","type=strongsubj","len=1","word1=recoil","pos1=verb","stemmed1=y","priorpolarity=negative"
"6069","type=strongsubj","len=1","word1=recommend","pos1=verb","stemmed1=y","priorpolarity=positive"
"6070","type=strongsubj","len=1","word1=recommendation","pos1=noun","stemmed1=n","priorpolarity=positive"
"6071","type=strongsubj","len=1","word1=recommendations","pos1=adj","stemmed1=n","priorpolarity=positive"
"6072","type=strongsubj","len=1","word1=recommendations","pos1=noun","stemmed1=n","priorpolarity=positive"
"6073","type=strongsubj","len=1","word1=recommended","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6074","type=weaksubj","len=1","word1=recompense","pos1=noun","stemmed1=n","priorpolarity=positive"
"6075","type=weaksubj","len=1","word1=recompense","pos1=verb","stemmed1=y","priorpolarity=positive"
"6076","type=weaksubj","len=1","word1=reconcile","pos1=verb","stemmed1=y","priorpolarity=positive"
"6077","type=weaksubj","len=1","word1=reconciliation","pos1=adj","stemmed1=n","priorpolarity=positive"
"6078","type=weaksubj","len=1","word1=reconciliation","pos1=noun","stemmed1=n","priorpolarity=positive"
"6079","type=weaksubj","len=1","word1=record-setting","pos1=adj","stemmed1=n","priorpolarity=positive"
"6080","type=weaksubj","len=1","word1=recourses","pos1=adj","stemmed1=n","priorpolarity=negative"
"6081","type=weaksubj","len=1","word1=recourses","pos1=noun","stemmed1=n","priorpolarity=negative"
"6082","type=weaksubj","len=1","word1=recover","pos1=verb","stemmed1=y","priorpolarity=positive"
"6083","type=strongsubj","len=1","word1=rectification","pos1=adj","stemmed1=n","priorpolarity=positive"
"6084","type=strongsubj","len=1","word1=rectification","pos1=noun","stemmed1=n","priorpolarity=positive"
"6085","type=strongsubj","len=1","word1=rectify","pos1=verb","stemmed1=y","priorpolarity=positive"
"6086","type=strongsubj","len=1","word1=rectifying","pos1=adj","stemmed1=n","priorpolarity=positive"
"6087","type=strongsubj","len=1","word1=rectifying","pos1=noun","stemmed1=n","priorpolarity=positive"
"6088","type=strongsubj","len=1","word1=redeem","pos1=verb","stemmed1=y","priorpolarity=positive"
"6089","type=strongsubj","len=1","word1=redeeming","pos1=adj","stemmed1=n","priorpolarity=positive"
"6090","type=strongsubj","len=1","word1=redemption","pos1=noun","stemmed1=n","priorpolarity=positive"
"6091","type=weaksubj","len=1","word1=redundancy","pos1=noun","stemmed1=n","priorpolarity=negative"
"6092","type=weaksubj","len=1","word1=redundant","pos1=adj","stemmed1=n","priorpolarity=negative"
"6093","type=weaksubj","len=1","word1=reestablish","pos1=verb","stemmed1=y","priorpolarity=positive"
"6094","type=weaksubj","len=1","word1=refine","pos1=verb","stemmed1=y","priorpolarity=positive"
"6095","type=weaksubj","len=1","word1=refined","pos1=adj","stemmed1=n","priorpolarity=positive"
"6096","type=weaksubj","len=1","word1=refinement","pos1=noun","stemmed1=n","priorpolarity=positive"
"6097","type=strongsubj","len=1","word1=reflecting","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6098","type=strongsubj","len=1","word1=reflecting","pos1=noun","stemmed1=n","priorpolarity=neutral"
"6099","type=strongsubj","len=1","word1=reflective","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6100","type=weaksubj","len=1","word1=reform","pos1=noun","stemmed1=n","priorpolarity=positive"
"6101","type=weaksubj","len=1","word1=reform","pos1=verb","stemmed1=n","priorpolarity=positive"
"6102","type=weaksubj","len=1","word1=refresh","pos1=verb","stemmed1=y","priorpolarity=positive"
"6103","type=strongsubj","len=1","word1=refreshing","pos1=adj","stemmed1=n","priorpolarity=positive"
"6104","type=strongsubj","len=1","word1=refuge","pos1=noun","stemmed1=n","priorpolarity=positive"
"6105","type=weaksubj","len=1","word1=refusal","pos1=adj","stemmed1=n","priorpolarity=negative"
"6106","type=weaksubj","len=1","word1=refusal","pos1=noun","stemmed1=n","priorpolarity=negative"
"6107","type=strongsubj","len=1","word1=refuse","pos1=verb","stemmed1=n","priorpolarity=negative"
"6108","type=strongsubj","len=1","word1=refutation","pos1=adj","stemmed1=n","priorpolarity=negative"
"6109","type=strongsubj","len=1","word1=refutation","pos1=noun","stemmed1=n","priorpolarity=negative"
"6110","type=strongsubj","len=1","word1=refute","pos1=verb","stemmed1=y","priorpolarity=negative"
"6111","type=strongsubj","len=1","word1=regal","pos1=adj","stemmed1=n","priorpolarity=positive"
"6112","type=strongsubj","len=1","word1=regally","pos1=adverb","stemmed1=n","priorpolarity=positive"
"6113","type=strongsubj","len=1","word1=regard","pos1=noun","stemmed1=n","priorpolarity=positive"
"6114","type=strongsubj","len=1","word1=regard","pos1=verb","stemmed1=y","priorpolarity=neutral"
"6115","type=strongsubj","len=1","word1=regardless","pos1=anypos","stemmed1=n","priorpolarity=neutral"
"6116","type=strongsubj","len=1","word1=regardlessly","pos1=anypos","stemmed1=n","priorpolarity=neutral"
"6117","type=weaksubj","len=1","word1=regress","pos1=verb","stemmed1=y","priorpolarity=negative"
"6118","type=weaksubj","len=1","word1=regression","pos1=noun","stemmed1=n","priorpolarity=negative"
"6119","type=weaksubj","len=1","word1=regressive","pos1=adj","stemmed1=n","priorpolarity=negative"
"6120","type=strongsubj","len=1","word1=regret","pos1=adj","stemmed1=n","priorpolarity=negative"
"6121","type=strongsubj","len=1","word1=regret","pos1=noun","stemmed1=n","priorpolarity=negative"
"6122","type=strongsubj","len=1","word1=regret","pos1=verb","stemmed1=y","priorpolarity=negative"
"6123","type=strongsubj","len=1","word1=regretful","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6124","type=strongsubj","len=1","word1=regretfully","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6125","type=strongsubj","len=1","word1=regrettable","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6126","type=strongsubj","len=1","word1=regrettably","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6127","type=weaksubj","len=1","word1=rehabilitate","pos1=verb","stemmed1=y","priorpolarity=positive"
"6128","type=weaksubj","len=1","word1=rehabilitation","pos1=noun","stemmed1=n","priorpolarity=positive"
"6129","type=weaksubj","len=1","word1=reinforce","pos1=verb","stemmed1=y","priorpolarity=positive"
"6130","type=weaksubj","len=1","word1=reinforcement","pos1=noun","stemmed1=n","priorpolarity=positive"
"6131","type=weaksubj","len=1","word1=reiterate","pos1=verb","stemmed1=y","priorpolarity=neutral"
"6132","type=weaksubj","len=1","word1=reiterated","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6133","type=weaksubj","len=1","word1=reiterated","pos1=noun","stemmed1=n","priorpolarity=neutral"
"6134","type=weaksubj","len=1","word1=reiterates","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6135","type=weaksubj","len=1","word1=reiterates","pos1=noun","stemmed1=n","priorpolarity=neutral"
"6136","type=strongsubj","len=1","word1=reject","pos1=verb","stemmed1=y","priorpolarity=negative"
"6137","type=strongsubj","len=1","word1=rejection","pos1=adj","stemmed1=n","priorpolarity=negative"
"6138","type=strongsubj","len=1","word1=rejection","pos1=noun","stemmed1=n","priorpolarity=negative"
"6139","type=strongsubj","len=1","word1=rejoice","pos1=verb","stemmed1=y","priorpolarity=positive"
"6140","type=strongsubj","len=1","word1=rejoicing","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6141","type=strongsubj","len=1","word1=rejoicingly","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6142","type=weaksubj","len=1","word1=relapse","pos1=verb","stemmed1=y","priorpolarity=negative"
"6143","type=weaksubj","len=1","word1=relations","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6144","type=weaksubj","len=1","word1=relations","pos1=noun","stemmed1=n","priorpolarity=neutral"
"6145","type=weaksubj","len=1","word1=relax","pos1=verb","stemmed1=y","priorpolarity=positive"
"6146","type=weaksubj","len=1","word1=relaxed","pos1=adj","stemmed1=n","priorpolarity=positive"
"6147","type=strongsubj","len=1","word1=relent","pos1=verb","stemmed1=y","priorpolarity=positive"
"6148","type=strongsubj","len=1","word1=relentless","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6149","type=strongsubj","len=1","word1=relentlessly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6150","type=strongsubj","len=1","word1=relentlessness","pos1=noun","stemmed1=n","priorpolarity=negative"
"6151","type=weaksubj","len=1","word1=relevant","pos1=adj","stemmed1=n","priorpolarity=positive"
"6152","type=weaksubj","len=1","word1=relevance","pos1=noun","stemmed1=n","priorpolarity=positive"
"6153","type=weaksubj","len=1","word1=reliable","pos1=adj","stemmed1=n","priorpolarity=positive"
"6154","type=weaksubj","len=1","word1=reliability","pos1=noun","stemmed1=n","priorpolarity=positive"
"6155","type=weaksubj","len=1","word1=reliably","pos1=adverb","stemmed1=n","priorpolarity=positive"
"6156","type=strongsubj","len=1","word1=relief","pos1=adj","stemmed1=n","priorpolarity=positive"
"6157","type=strongsubj","len=1","word1=relief","pos1=noun","stemmed1=n","priorpolarity=positive"
"6158","type=weaksubj","len=1","word1=relieve","pos1=verb","stemmed1=y","priorpolarity=positive"
"6159","type=strongsubj","len=1","word1=relish","pos1=verb","stemmed1=y","priorpolarity=positive"
"6160","type=strongsubj","len=1","word1=reluctance","pos1=adj","stemmed1=n","priorpolarity=negative"
"6161","type=strongsubj","len=1","word1=reluctance","pos1=noun","stemmed1=n","priorpolarity=negative"
"6162","type=weaksubj","len=1","word1=reluctant","pos1=adj","stemmed1=n","priorpolarity=negative"
"6163","type=weaksubj","len=1","word1=reluctantly","pos1=adverb","stemmed1=n","priorpolarity=negative"
"6164","type=weaksubj","len=1","word1=remark","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6165","type=weaksubj","len=1","word1=remark","pos1=noun","stemmed1=n","priorpolarity=neutral"
"6166","type=strongsubj","len=1","word1=remarkable","pos1=adj","stemmed1=n","priorpolarity=positive"
"6167","type=strongsubj","len=1","word1=remarkable","pos1=anypos","stemmed1=y","priorpolarity=positive"
"6168","type=strongsubj","len=1","word1=remarkably","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6169","type=weaksubj","len=1","word1=remedy","pos1=noun","stemmed1=n","priorpolarity=positive"
"6170","type=strongsubj","len=1","word1=reminiscent","pos1=adj","stemmed1=n","priorpolarity=positive"
"6171","type=strongsubj","len=1","word1=reminiscent","pos1=noun","stemmed1=n","priorpolarity=positive"
"6172","type=strongsubj","len=1","word1=remorse","pos1=anypos","stemmed1=y","priorpolarity=negative"
"6173","type=strongsubj","len=1","word1=remorse","pos1=noun","stemmed1=n","priorpolarity=negative"
"6174","type=strongsubj","len=1","word1=remorseful","pos1=adj","stemmed1=n","priorpolarity=negative"
"6175","type=strongsubj","len=1","word1=remorseful","pos1=anypos","stemmed1=y","priorpolarity=negative"
"6176","type=strongsubj","len=1","word1=remorsefully","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6177","type=strongsubj","len=1","word1=remorseless","pos1=adj","stemmed1=n","priorpolarity=negative"
"6178","type=strongsubj","len=1","word1=remorselessly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6179","type=strongsubj","len=1","word1=remorselessness","pos1=noun","stemmed1=n","priorpolarity=negative"
"6180","type=strongsubj","len=1","word1=remunerate","pos1=verb","stemmed1=y","priorpolarity=positive"
"6181","type=strongsubj","len=1","word1=renaissance","pos1=noun","stemmed1=n","priorpolarity=positive"
"6182","type=weaksubj","len=1","word1=renewable","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6183","type=weaksubj","len=1","word1=renewal","pos1=noun","stemmed1=n","priorpolarity=positive"
"6184","type=weaksubj","len=1","word1=renovate","pos1=verb","stemmed1=y","priorpolarity=positive"
"6185","type=weaksubj","len=1","word1=renovation","pos1=noun","stemmed1=n","priorpolarity=positive"
"6186","type=strongsubj","len=1","word1=renounce","pos1=verb","stemmed1=y","priorpolarity=negative"
"6187","type=strongsubj","len=1","word1=renown","pos1=noun","stemmed1=n","priorpolarity=positive"
"6188","type=strongsubj","len=1","word1=renowned","pos1=adj","stemmed1=n","priorpolarity=positive"
"6189","type=strongsubj","len=1","word1=renunciation","pos1=noun","stemmed1=n","priorpolarity=negative"
"6190","type=weaksubj","len=1","word1=repair","pos1=noun","stemmed1=n","priorpolarity=positive"
"6191","type=weaksubj","len=1","word1=repair","pos1=verb","stemmed1=y","priorpolarity=positive"
"6192","type=weaksubj","len=1","word1=reparation","pos1=noun","stemmed1=n","priorpolarity=positive"
"6193","type=strongsubj","len=1","word1=repay","pos1=verb","stemmed1=y","priorpolarity=positive"
"6194","type=weaksubj","len=1","word1=repel","pos1=verb","stemmed1=y","priorpolarity=negative"
"6195","type=strongsubj","len=1","word1=repent","pos1=verb","stemmed1=y","priorpolarity=positive"
"6196","type=strongsubj","len=1","word1=repentance","pos1=noun","stemmed1=n","priorpolarity=positive"
"6197","type=weaksubj","len=1","word1=repetitive","pos1=adj","stemmed1=n","priorpolarity=negative"
"6198","type=weaksubj","len=1","word1=replete","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6199","type=strongsubj","len=1","word1=reprehensible","pos1=adj","stemmed1=n","priorpolarity=negative"
"6200","type=strongsubj","len=1","word1=reprehensible","pos1=anypos","stemmed1=y","priorpolarity=negative"
"6201","type=strongsubj","len=1","word1=reprehensibly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6202","type=strongsubj","len=1","word1=reprehension","pos1=noun","stemmed1=n","priorpolarity=negative"
"6203","type=strongsubj","len=1","word1=reprehensive","pos1=adj","stemmed1=n","priorpolarity=negative"
"6204","type=weaksubj","len=1","word1=repress","pos1=verb","stemmed1=y","priorpolarity=negative"
"6205","type=weaksubj","len=1","word1=repression","pos1=adj","stemmed1=n","priorpolarity=negative"
"6206","type=weaksubj","len=1","word1=repression","pos1=noun","stemmed1=n","priorpolarity=negative"
"6207","type=weaksubj","len=1","word1=repressive","pos1=adj","stemmed1=n","priorpolarity=negative"
"6208","type=strongsubj","len=1","word1=reprimand","pos1=verb","stemmed1=y","priorpolarity=negative"
"6209","type=strongsubj","len=1","word1=reproach","pos1=adj","stemmed1=n","priorpolarity=negative"
"6210","type=strongsubj","len=1","word1=reproach","pos1=noun","stemmed1=n","priorpolarity=negative"
"6211","type=strongsubj","len=1","word1=reproach","pos1=verb","stemmed1=y","priorpolarity=negative"
"6212","type=strongsubj","len=1","word1=reproachful","pos1=adj","stemmed1=n","priorpolarity=negative"
"6213","type=strongsubj","len=1","word1=reprove","pos1=verb","stemmed1=y","priorpolarity=negative"
"6214","type=strongsubj","len=1","word1=reprovingly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6215","type=strongsubj","len=1","word1=repudiate","pos1=verb","stemmed1=y","priorpolarity=negative"
"6216","type=strongsubj","len=1","word1=repudiation","pos1=adj","stemmed1=n","priorpolarity=negative"
"6217","type=strongsubj","len=1","word1=repudiation","pos1=noun","stemmed1=n","priorpolarity=negative"
"6218","type=strongsubj","len=1","word1=repugn","pos1=verb","stemmed1=y","priorpolarity=negative"
"6219","type=strongsubj","len=1","word1=repugnance","pos1=noun","stemmed1=n","priorpolarity=negative"
"6220","type=strongsubj","len=1","word1=repugnant","pos1=adj","stemmed1=n","priorpolarity=negative"
"6221","type=strongsubj","len=1","word1=repugnantly","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6222","type=weaksubj","len=1","word1=repulse","pos1=verb","stemmed1=y","priorpolarity=negative"
"6223","type=weaksubj","len=1","word1=repulsed","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6224","type=strongsubj","len=1","word1=repulsing","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6225","type=strongsubj","len=1","word1=repulsive","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6226","type=strongsubj","len=1","word1=repulsively","pos1=anypos","stemmed1=n","priorpolarity=negative"
"6227","type=strongsubj","len=1","word1=repulsiveness","pos1=noun","stemmed1=n","priorpolarity=negative"
"6228","type=weaksubj","len=1","word1=reputable","pos1=adj","stemmed1=n","priorpolarity=positive"
"6229","type=weaksubj","len=1","word1=reputed","pos1=adj","stemmed1=n","priorpolarity=neutral"
"6230","type=weaksubj","len=1","word1=rescue","pos1=noun","stemmed1=n","priorpolarity=positive"
"6231","type=weaksubj","len=1","word1=rescue","pos1=verb","stemmed1=y","priorpolarity=positive"
"6232","type=strongsubj","len=1","word1=resent","pos1=verb","stemmed1=y","priorpolarity=negative"
"6233","type=strongsubj","len=1","word1=resentful","pos1=adj","stemmed1=n","priorpolarity=negative"
"6234","type=strongsubj","len=1","word1=resentment","pos1=adj","stemmed1=n","priorpolarity=negative"
"6235","type=strongsubj","len=1","word1=resentment","pos1=noun","stemmed1=n","priorpolarity=negative"
"6236","type=weaksubj","len=1","word1=reservations","pos1=adj","stemmed1=n","priorpolarity=negative"
"6237","type=weaksubj","len=1","word1=reservations","pos1=noun","stemmed1=n","priorpolarity=negative"
"6238","type=weaksubj","len=1","word1=resignation","pos1=noun","stemmed1=n","priorpolarity=negative"
"6239","type=weaksubj","len=1","word1=resigned","pos1=adj","stemmed1=n","priorpolarity=negative"
"6240","type=weaksubj","len=1","word1=resilient","pos1=adj","stemmed1=n","priorpolarity=positive"
"6241","type=weaksubj","len=1","word1=resistance","pos1=adj","stemmed1=n","priorpolarity=negative"
"6242","type=weaksubj","len=1","word1=resistance","pos1=noun","stemmed1=n","priorpolarity=negative"
"6243","type=weaksubj","len=1","word1=resistant","pos1=adj","stemmed1=n","priorpolarity=negative"
"6244","type=weaksubj","len=1","word1=resistant","pos1=noun","stemmed1=n","priorpolarity=negative"
"6245","type=weaksubj","len=1","word1=resolute","pos1=adj","stemmed1=n","priorpolarity=positive"
"6246","type=weaksubj","len=1","word1=resolve","pos1=adj","stemmed1=n","priorpolarity=positive"
"6247","type=weaksubj","len=1","word1=resolve","pos1=noun","stemmed1=n","priorpolarity=positive"
"6248","type=weaksubj","len=1","word1=resolve","pos1=verb","stemmed1=y","priorpolarity=positive"
"6249","type=weaksubj","len=1","word1=resolved","pos1=adj","stemmed1=n","priorpolarity=positive"
"6250","type=weaksubj","len=1","word1=resound","pos1=verb","stemmed1=y","priorpolarity=positive"
"6251","type=strongsubj","len=1","word1=resounding","pos1=adj","stemmed1=n","priorpolarity=positive"
"6252","type=strongsubj","len=1","word1=resourceful","pos1=adj","stemmed1=n","priorpolarity=positive"
"6253","type=strongsubj","len=1","word1=resourcefulness","pos1=noun","stemmed1=n","priorpolarity=positive"
"6254","type=strongsubj","len=1","word1=respect","pos1=adj","stemmed1=n","priorpolarity=positive"
"6255","type=strongsubj","len=1","word1=respect","pos1=noun","stemmed1=n","priorpolarity=positive"
"6256","type=weaksubj","len=1","word1=respect","pos1=verb","stemmed1=y","priorpolarity=positive"
"6257","type=strongsubj","len=1","word1=respectable","pos1=adj","stemmed1=n","priorpolarity=positive"
"6258","type=strongsubj","len=1","word1=respectful","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6259","type=strongsubj","len=1","word1=respectfully","pos1=anypos","stemmed1=n","priorpolarity=positive"
"6260","type=strongsubj","len=1","word1=respite","pos1=noun","stemmed1=n","priorpolarity=positive"
"6261","type=strongsubj","len=1","word1=resplendent","pos1=adj","stemmed1=n","priorpolarity=positive"
